theta 2pi*dcos S11 S12 S13 S14 S21 S22 S23 S24 S31 S32 S33 S34 S41 S42 S43 S44 S12_norm S13_norm S14_norm S21_norm S22_norm S23_norm S24_norm S31_norm S32_norm S33_norm S34_norm S41_norm S42_norm S43_norm S44_norm
0 2.39246e-06 499.951 2.31088e-15 9.27478e-17 1.26508 2.33702e-15 499.598 -0.099592 -1.40012e-16 1.22496e-16 0.099592 499.598 3.40983e-16 1.26508 1.28544e-16 -4.163e-16 499.447 4.62221e-18 1.85514e-19 0.00253041 4.6745e-18 0.999294 -0.000199203 -2.80051e-19 2.45016e-19 0.000199203 0.999294 6.82033e-19 0.0025304 2.57113e-19 -8.32682e-19 0.998991
0.1 1.91397e-05 499.853 7.53059e-05 -4.60429e-05 1.26468 7.34832e-05 499.5 -0.0996313 4.25126e-05 -4.19584e-05 0.0996313 499.5 0.00435211 1.26467 -4.36136e-05 -0.00435002 499.348 1.50656e-07 -9.2113e-08 0.00253009 1.4701e-07 0.999294 -0.000199321 8.50502e-08 -8.39415e-08 0.000199321 0.999294 8.70678e-06 0.00253008 -8.72529e-08 -8.7026e-06 0.998991
0.2 3.82793e-05 499.559 0.000300499 -0.000184061 1.26346 0.000293216 499.206 -0.0997493 0.000169975 -0.000167739 0.0997493 499.206 0.0173996 1.26344 -0.000174393 -0.0173913 499.054 6.01528e-07 -3.68447e-07 0.00252915 5.8695e-07 0.999294 -0.000199675 3.40251e-07 -3.35775e-07 0.000199675 0.999294 3.483e-05 0.00252912 -3.49093e-07 -3.48133e-05 0.99899
0.3 5.74188e-05 499.068 0.000673405 -0.000413721 1.26143 0.00065705 498.716 -0.0999453 0.000382164 -0.00037706 0.0999453 498.716 0.0391162 1.2614 -0.000392151 -0.0390974 498.564 1.34932e-06 -8.28987e-07 0.00252758 1.31655e-06 0.999293 -0.000200264 7.65754e-07 -7.55528e-07 0.000200264 0.999293 7.83784e-05 0.00252751 -7.85766e-07 -7.83408e-05 0.998989
0.4 7.65581e-05 498.383 0.00119041 -0.000734471 1.2586 0.00116141 498.03 -0.100219 0.000678703 -0.00066945 0.100219 498.03 0.0694579 1.25855 -0.000696578 -0.0694245 497.878 2.38855e-06 -1.47371e-06 0.00252537 2.33036e-06 0.999292 -0.000201088 1.36181e-06 -1.34324e-06 0.000201088 0.999292 0.000139367 0.00252527 -1.39768e-06 -0.0001393 0.998988
0.5 9.56972e-05 497.502 0.00184648 -0.00114554 1.25497 0.00180132 497.15 -0.100569 0.00105907 -0.00104425 0.100568 497.15 0.108363 1.25489 -0.00108724 -0.108311 496.998 3.71151e-06 -2.30258e-06 0.00252254 3.62074e-06 0.999291 -0.000202147 2.12878e-06 -2.09899e-06 0.000202147 0.999291 0.000217815 0.00252239 -2.1854e-06 -0.00021771 0.998986
0.6 0.000114836 496.428 0.00263517 -0.00164593 1.25054 0.00257041 496.076 -0.100993 0.0015226 -0.00150062 0.100993 496.076 0.155754 1.25043 -0.00156359 -0.155679 495.924 5.30827e-06 -3.31554e-06 0.00251908 5.17781e-06 0.99929 -0.00020344 3.06711e-06 -3.02284e-06 0.000203439 0.99929 0.000313749 0.00251886 -3.14968e-06 -0.000313598 0.998984
0.7 0.000133974 495.162 0.00354865 -0.00223444 1.24533 0.00346094 494.809 -0.101492 0.00206847 -0.00203753 0.101491 494.809 0.211534 1.24518 -0.00212494 -0.211432 494.657 7.16666e-06 -4.51256e-06 0.002515 6.98952e-06 0.999288 -0.000204966 4.17737e-06 -4.11489e-06 0.000204965 0.999288 0.000427201 0.0025147 -4.29141e-06 -0.000426996 0.998981
0.8 0.000153112 493.704 0.00457775 -0.00290966 1.23934 0.00446383 493.351 -0.102061 0.00269573 -0.00265378 0.10206 493.351 0.275591 1.23914 -0.0027705 -0.275458 493.199 9.27226e-06 -5.89354e-06 0.00251028 9.04151e-06 0.999286 -0.000206726 5.46022e-06 -5.37525e-06 0.000206723 0.999286 0.00055821 0.00250989 -5.61166e-06 -0.000557942 0.998978
0.9 0.00017225 492.056 0.00571196 -0.00366997 1.23257 0.00556871 491.704 -0.1027 0.00340328 -0.00334798 0.102698 491.704 0.347795 1.23233 -0.00349935 -0.347628 491.552 1.16083e-05 -7.45843e-06 0.00250494 1.13172e-05 0.999284 -0.000208716 6.91643e-06 -6.80406e-06 0.000208712 0.999283 0.000706819 0.00250446 -7.11168e-06 -0.000706479 0.998975
1 0.000191387 490.221 0.00693951 -0.00451352 1.22505 0.00676393 489.869 -0.103406 0.00418987 -0.00411857 0.103403 489.869 0.428001 1.22476 -0.00431045 -0.427795 489.717 1.41559e-05 -9.20711e-06 0.00249898 1.37977e-05 0.999281 -0.000210938 8.5469e-06 -8.40146e-06 0.000210931 0.999281 0.000873077 0.00249838 -8.79287e-06 -0.000872657 0.998971
1.1 0.000210523 488.2 0.0082474 -0.0054383 1.21678 0.00803664 487.848 -0.104176 0.00505414 -0.00496383 0.104171 487.847 0.516047 1.21643 -0.00520266 -0.515799 487.695 1.68935e-05 -1.11395e-05 0.00249239 1.64618e-05 0.999278 -0.000213388 1.03526e-05 -1.01676e-05 0.000213379 0.999278 0.00105704 0.00249167 -1.06568e-05 -0.00105653 0.998966
1.2 0.000229659 485.995 0.00962144 -0.00644208 1.20778 0.00937281 485.643 -0.105007 0.00599457 -0.00588184 0.105001 485.642 0.611757 1.20737 -0.00617471 -0.611462 485.49 1.97974e-05 -1.32554e-05 0.00248518 1.92858e-05 0.999275 -0.000216067 1.23346e-05 -1.21027e-05 0.000216053 0.999274 0.00125877 0.00248432 -1.27053e-05 -0.00125817 0.998962
1.3 0.000248794 483.608 0.0110463 -0.00752245 1.19806 0.0107573 483.256 -0.105896 0.00700954 -0.00687055 0.105888 483.256 0.714937 1.19758 -0.00722522 -0.714592 483.104 2.28414e-05 -1.55548e-05 0.00247734 2.22438e-05 0.999272 -0.000218971 1.44942e-05 -1.42068e-05 0.000218953 0.999271 0.00147834 0.00247634 -1.49402e-05 -0.00147763 0.998956
1.4 0.000267929 481.043 0.0125056 -0.00867682 1.18764 0.0121739 480.691 -0.10684 0.00809728 -0.00792774 0.106828 480.69 0.82538 1.18708 -0.0083527 -0.824982 480.538 2.59969e-05 -1.80375e-05 0.00246888 2.53073e-05 0.999268 -0.000222101 1.68328e-05 -1.64803e-05 0.000222076 0.999267 0.00171581 0.00246773 -1.73637e-05 -0.00171499 0.99895
1.5 0.000287062 478.301 0.013982 -0.00990242 1.17653 0.0136055 477.95 -0.107835 0.00925592 -0.00905105 0.107819 477.949 0.942865 1.1759 -0.00955557 -0.94241 477.796 2.92326e-05 -2.07033e-05 0.00245981 2.84454e-05 0.999264 -0.000225454 1.93516e-05 -1.89233e-05 0.000225421 0.999262 0.00197128 0.00245849 -1.99781e-05 -0.00197033 0.998944
1.6 0.000306195 475.387 0.0154571 -0.0111963 1.16475 0.0150338 475.035 -0.108877 0.0104835 -0.0102379 0.108856 475.034 1.06716 1.16404 -0.0108321 -1.06664 474.881 3.25147e-05 -2.3552e-05 0.00245011 3.16244e-05 0.99926 -0.000229028 2.20525e-05 -2.1536e-05 0.000228985 0.999257 0.00224482 0.00244862 -2.27859e-05 -0.00224373 0.998937
1.7 0.000325327 472.301 0.0169117 -0.0125554 1.15232 0.01644 471.95 -0.109961 0.0117778 -0.0114857 0.109936 471.948 1.198 1.15153 -0.0121805 -1.19743 471.796 3.58069e-05 -2.65834e-05 0.0024398 3.48082e-05 0.999255 -0.00023282 2.4937e-05 -2.43187e-05 0.000232766 0.999252 0.00253652 0.00243813 -2.57897e-05 -0.0025353 0.998929
1.8 0.000344457 469.049 0.0183258 -0.0139764 1.13926 0.0178042 468.698 -0.111085 0.0131367 -0.0127917 0.111053 468.696 1.33515 1.13839 -0.0135989 -1.3345 468.543 3.90701e-05 -2.97973e-05 0.00242888 3.7958e-05 0.99925 -0.00023683 2.8007e-05 -2.72715e-05 0.000236761 0.999246 0.0028465 0.00242701 -2.89925e-05 -0.00284513 0.998921
1.9 0.000363587 465.633 0.0196787 -0.015456 1.1256 0.019106 465.282 -0.112243 0.0145578 -0.0141528 0.112203 465.28 1.47832 1.12463 -0.0150852 -1.4776 465.127 4.22622e-05 -3.31934e-05 0.00241734 4.10322e-05 0.999245 -0.000241054 3.12646e-05 -3.03948e-05 0.000240968 0.99924 0.00317485 0.00241527 -3.23973e-05 -0.00317331 0.998912
2 0.000382716 462.058 0.020949 -0.0169905 1.11134 0.0203242 461.706 -0.11343 0.0160388 -0.0155661 0.113381 461.703 1.62722 1.11028 -0.0166375 -1.62643 461.551 4.53386e-05 -3.67715e-05 0.0024052 4.39864e-05 0.999239 -0.000245489 3.47117e-05 -3.36887e-05 0.000245383 0.999233 0.00352168 0.00240291 -3.60074e-05 -0.00351998 0.998903
2.1 0.000401843 458.325 0.0221149 -0.0185765 1.09652 0.0214373 457.974 -0.114643 0.0175772 -0.0170284 0.114583 457.971 1.78156 1.09537 -0.0182534 -1.7807 457.818 4.82516e-05 -4.05312e-05 0.00239244 4.67731e-05 0.999234 -0.000250134 3.83508e-05 -3.71535e-05 0.000250005 0.999226 0.00388712 0.00238994 -3.98263e-05 -0.00388524 0.998893
2.2 0.000420969 454.441 0.023154 -0.0202099 1.08115 0.0224231 454.089 -0.115875 0.0191703 -0.0185364 0.115804 454.085 1.94104 1.07991 -0.0199307 -1.9401 453.932 5.09505e-05 -4.44721e-05 0.00237908 4.93422e-05 0.999227 -0.000254985 4.21843e-05 -4.07895e-05 0.000254828 0.999218 0.00427128 0.00237635 -4.38577e-05 -0.00426921 0.998882
2.3 0.000440094 450.407 0.0240434 -0.0218871 1.06527 0.0232591 450.056 -0.117123 0.0208155 -0.0200867 0.117039 450.051 2.10534 1.06393 -0.0216671 -2.10432 449.898 5.33815e-05 -4.8594e-05 0.00236512 5.16402e-05 0.999221 -0.000260039 4.62147e-05 -4.45968e-05 0.000259851 0.99921 0.0046743 0.00236215 -4.81056e-05 -0.00467204 0.99887
2.4 0.000459218 446.23 0.0247602 -0.0236039 1.04889 0.0239226 445.879 -0.118381 0.02251 -0.0216759 0.118282 445.873 2.27413 1.04746 -0.0234601 -2.27303 445.72 5.54876e-05 -5.28964e-05 0.00235056 5.36104e-05 0.999213 -0.000265293 5.04449e-05 -4.85758e-05 0.000265069 0.9992 0.00509633 0.00234735 -5.25741e-05 -0.00509386 0.998858
2.5 0.00047834 441.912 0.0252811 -0.0253564 1.03204 0.0243905 441.561 -0.119645 0.0242511 -0.0233005 0.119527 441.554 2.44709 1.03051 -0.0253072 -2.4459 441.401 5.72085e-05 -5.73788e-05 0.0023354 5.51931e-05 0.999206 -0.000270743 5.48777e-05 -5.27265e-05 0.000270478 0.999191 0.0055375 0.00233194 -5.72676e-05 -0.00553481 0.998844
2.6 0.000497461 437.458 0.0255828 -0.0271403 1.01475 0.0246398 437.108 -0.120908 0.0260359 -0.0249567 0.120771 437.1 2.62386 1.01312 -0.0272059 -2.62259 436.946 5.84804e-05 -6.20408e-05 0.00231965 5.63249e-05 0.999198 -0.000276387 5.95163e-05 -5.70493e-05 0.000276075 0.99918 0.00599797 0.00231593 -6.21908e-05 -0.00599506 0.99883
2.7 0.00051658 432.874 0.0256418 -0.0289514 0.997039 0.0246474 432.523 -0.122165 0.0278614 -0.0266409 0.122007 432.514 2.80411 0.995318 -0.0291534 -2.80275 432.36 5.92361e-05 -6.68818e-05 0.0023033 5.6939e-05 0.99919 -0.000282219 6.43639e-05 -6.15443e-05 0.000281854 0.999169 0.0064779 0.00229933 -6.73486e-05 -0.00647475 0.998815
2.8 0.000535698 428.162 0.0254348 -0.0307854 0.978938 0.0243903 427.812 -0.123412 0.0297248 -0.0283494 0.12323 427.801 2.98748 0.977121 -0.0311471 -2.98603 427.648 5.94046e-05 -7.19013e-05 0.00228637 5.6965e-05 0.999181 -0.000288237 6.94241e-05 -6.62118e-05 0.000287812 0.999157 0.00697745 0.00228213 -7.27461e-05 -0.00697406 0.998799
2.9 0.000554814 423.329 0.0249388 -0.0326381 0.960473 0.0238456 422.978 -0.124643 0.0316229 -0.0300783 0.124435 422.966 3.17361 0.958562 -0.0331842 -3.17207 422.813 5.89112e-05 -7.70987e-05 0.00226886 5.63287e-05 0.999172 -0.000294436 7.47007e-05 -7.10518e-05 0.000293944 0.999144 0.0074968 0.00226434 -7.83887e-05 -0.00749316 0.998781
3 0.000573928 418.378 0.0241309 -0.034505 0.941672 0.0229908 418.028 -0.125853 0.0335528 -0.0318238 0.125616 418.014 3.36215 0.939668 -0.0352618 -3.36051 417.861 5.76773e-05 -8.24732e-05 0.00225077 5.49521e-05 0.999162 -0.000300812 8.01974e-05 -7.60645e-05 0.000300244 0.99913 0.00803614 0.00224598 -8.42821e-05 -0.00803223 0.998763
3.1 0.00059304 413.316 0.0229886 -0.0363818 0.922561 0.0218036 412.965 -0.127037 0.0355115 -0.0335819 0.126767 412.95 3.55272 0.920467 -0.0373771 -3.55098 412.796 5.56199e-05 -8.80242e-05 0.0022321 5.27529e-05 0.999152 -0.00030736 8.59185e-05 -8.12501e-05 0.000306707 0.999115 0.00859565 0.00222703 -9.04324e-05 -0.00859146 0.998743
3.2 0.000612151 408.146 0.0214898 -0.0382639 0.90317 0.0202623 407.795 -0.128188 0.0374957 -0.0353489 0.127884 407.778 3.74495 0.900987 -0.0395271 -3.74313 407.624 5.26523e-05 -9.37507e-05 0.00221286 4.96447e-05 0.999142 -0.000314075 9.18684e-05 -8.66086e-05 0.000313329 0.9991 0.00917553 0.00220751 -9.68457e-05 -0.00917106 0.998723
3.3 0.00063126 402.873 0.0196131 -0.0401472 0.883525 0.0183456 402.523 -0.129303 0.0395024 -0.0371207 0.12896 402.504 3.93849 0.881257 -0.041709 -3.93656 402.35 4.86829e-05 -9.96521e-05 0.00219306 4.5537e-05 0.999131 -0.000320952 9.80516e-05 -9.214e-05 0.000320102 0.999083 0.00977599 0.00218743 -0.000103529 -0.00977122 0.998701
3.4 0.000650367 397.504 0.0173375 -0.042027 0.863656 0.016033 397.154 -0.130376 0.0415285 -0.0388935 0.129992 397.132 4.13294 0.861305 -0.0439195 -4.13093 396.978 4.36158e-05 -0.000105727 0.0021727 4.03343e-05 0.999119 -0.000327987 0.000104473 -9.78443e-05 0.000327021 0.999065 0.0103972 0.00216678 -0.000110488 -0.0103922 0.998677
3.5 0.000669472 392.043 0.0146429 -0.0438991 0.84359 0.0133046 391.693 -0.131402 0.0435709 -0.0406633 0.130973 391.669 4.32795 0.841159 -0.0461558 -4.32584 391.514 3.73502e-05 -0.000111975 0.00215178 3.39366e-05 0.999107 -0.000335173 0.000111138 -0.000103721 0.000334079 0.999046 0.0110395 0.00214558 -0.000117732 -0.0110341 0.998652
3.6 0.000688575 386.495 0.01151 -0.045759 0.823356 0.0101413 386.145 -0.132376 0.0456265 -0.0424261 0.131899 386.118 4.52315 0.820849 -0.0484148 -4.52093 385.964 2.97805e-05 -0.000118395 0.00213032 2.62391e-05 0.999094 -0.000342505 0.000118052 -0.000109771 0.00034127 0.999026 0.011703 0.00212383 -0.000125266 -0.0116973 0.998626
3.7 0.000707676 380.865 0.00792035 -0.0476026 0.802981 0.00652482 380.515 -0.133294 0.0476922 -0.0441781 0.132764 380.486 4.71815 0.800403 -0.0506933 -4.71584 380.331 2.07957e-05 -0.000124985 0.00210831 1.71316e-05 0.999081 -0.000349976 0.000125221 -0.000115994 0.000348586 0.999004 0.012388 0.00210154 -0.0001331 -0.0123819 0.998598
3.8 0.000726775 375.159 0.00385647 -0.0494254 0.782494 0.00243805 374.809 -0.13415 0.0497648 -0.0459154 0.133565 374.777 4.9126 0.779848 -0.0529882 -4.91019 374.622 1.02796e-05 -0.000131745 0.00208576 6.4987e-06 0.999067 -0.000357582 0.00013265 -0.000122389 0.000356021 0.998981 0.0130947 0.00207871 -0.000141242 -0.0130883 0.998568
3.9 0.000745871 369.383 -0.00069805 -0.0512232 0.761923 -0.00213524 369.033 -0.134941 0.0518415 -0.0476342 0.134295 368.997 5.10612 0.759215 -0.0552965 -5.10362 368.842 -1.88977e-06 -0.000138673 0.00206269 -5.78055e-06 0.999052 -0.000365314 0.000140346 -0.000128956 0.000363567 0.998956 0.0138234 0.00205536 -0.0001497 -0.0138166 0.998537
