theta 2pi*dcos S11 S12 S13 S14 S21 S22 S23 S24 S31 S32 S33 S34 S41 S42 S43 S44 S12_norm S13_norm S14_norm S21_norm S22_norm S23_norm S24_norm S31_norm S32_norm S33_norm S34_norm S41_norm S42_norm S43_norm S44_norm
0 2.39246e-06 926.914 6.26951e-15 -6.24947e-17 -0.383451 6.32364e-15 926.314 1.10353 -2.2865e-16 -8.09397e-17 -1.10353 926.314 2.58051e-16 -0.383458 1.53835e-16 -2.69041e-16 926.03 6.76385e-18 -6.74223e-20 -0.000413685 6.82224e-18 0.999352 0.00119054 -2.46679e-19 -8.73217e-20 -0.00119054 0.999352 2.78398e-19 -0.000413693 1.65964e-19 -2.90255e-19 0.999045
0.1 1.91397e-05 926.638 0.000293992 2.7259e-05 -0.383229 0.000300202 926.038 1.1032 -1.80367e-05 2.2791e-05 -1.1032 926.038 0.00966496 -0.383245 3.30116e-05 -0.00966344 925.754 3.17267e-07 2.94171e-08 -0.000413569 3.23969e-07 0.999352 0.00119054 -1.94647e-08 2.45954e-08 -0.00119054 0.999352 1.04301e-05 -0.000413587 3.56251e-08 -1.04285e-05 0.999045
0.2 3.82793e-05 925.81 0.00117566 0.00010899 -0.382564 0.00120048 925.21 1.10222 -7.20418e-05 9.11243e-05 -1.10222 925.21 0.0386313 -0.382606 0.000131906 -0.0386252 924.926 1.26987e-06 1.17723e-07 -0.000413221 1.29668e-06 0.999352 0.00119055 -7.78149e-08 9.84265e-08 -0.00119055 0.999352 4.1727e-05 -0.000413266 1.42476e-07 -4.17204e-05 0.999045
0.3 5.74188e-05 924.432 0.00264409 0.000245052 -0.381458 0.00269984 923.832 1.10058 -0.000161701 0.000204881 -1.10058 923.832 0.0868135 -0.381544 0.000296261 -0.0867998 923.548 2.86023e-06 2.65083e-07 -0.000412641 2.92054e-06 0.999351 0.00119055 -1.74919e-07 2.21629e-07 -0.00119055 0.999351 9.39101e-05 -0.000412733 3.20479e-07 -9.38953e-05 0.999044
0.4 7.65581e-05 922.505 0.00469773 0.000435212 -0.379915 0.00479665 921.905 1.09829 -0.000286491 0.000363861 -1.09829 921.905 0.154069 -0.380061 0.000525377 -0.154045 921.621 5.09237e-06 4.71773e-07 -0.00041183 5.19959e-06 0.99935 0.00119056 -3.10558e-07 3.94428e-07 -0.00119056 0.99935 0.000167012 -0.000411988 5.69512e-07 -0.000166985 0.999042
0.5 9.56972e-05 920.032 0.00733443 0.000679146 -0.37794 0.00748857 919.433 1.09536 -0.000445685 0.000567788 -1.09536 919.433 0.2402 -0.378163 0.000818279 -0.240162 919.149 7.97193e-06 7.38177e-07 -0.000410789 8.13946e-06 0.999349 0.00119056 -4.84424e-07 6.1714e-07 -0.00119056 0.999349 0.000261077 -0.000411033 8.89402e-07 -0.000261037 0.99904
0.6 0.000114836 917.018 0.0105514 0.000976436 -0.375538 0.0107726 916.42 1.09177 -0.000638354 0.000816305 -1.09177 916.419 0.344951 -0.375856 0.00117372 -0.344897 916.136 1.15062e-05 1.06479e-06 -0.00040952 1.17474e-05 0.999347 0.00119057 -6.96119e-07 8.90173e-07 -0.00119057 0.999347 0.000376166 -0.000409868 1.27993e-06 -0.000376107 0.999038
0.7 0.000133974 913.467 0.0143452 0.00132657 -0.372717 0.0146451 912.869 1.08754 -0.000863371 0.00110897 -1.08754 912.869 0.468014 -0.373148 0.00159018 -0.467941 912.586 1.57041e-05 1.45224e-06 -0.000408024 1.60325e-05 0.999345 0.00119057 -9.45159e-07 1.21403e-06 -0.00119057 0.999345 0.000512349 -0.000408496 1.74082e-06 -0.000512269 0.999035
0.8 0.000153112 909.385 0.0187117 0.00172895 -0.369486 0.0191017 908.787 1.08268 -0.00111942 0.00144528 -1.08268 908.787 0.609026 -0.370047 0.0020659 -0.608932 908.504 2.05762e-05 1.90123e-06 -0.000406303 2.10051e-05 0.999343 0.00119056 -1.23096e-06 1.5893e-06 -0.00119056 0.999343 0.000669712 -0.00040692 2.27175e-06 -0.000669608 0.999031
0.9 0.00017225 904.777 0.0236462 0.00218288 -0.365855 0.0241373 904.181 1.07719 -0.001405 0.00182464 -1.07719 904.18 0.767571 -0.366563 0.00259884 -0.767453 903.898 2.61348e-05 2.41261e-06 -0.000404359 2.66776e-05 0.99934 0.00119056 -1.55287e-06 2.01667e-06 -0.00119056 0.99934 0.000848353 -0.000405141 2.87236e-06 -0.000848223 0.999028
