theta 2pi*dcos S11 S12 S13 S14 S21 S22 S23 S24 S31 S32 S33 S34 S41 S42 S43 S44 S12_norm S13_norm S14_norm S21_norm S22_norm S23_norm S24_norm S31_norm S32_norm S33_norm S34_norm S41_norm S42_norm S43_norm S44_norm
0 2.39246e-06 1283.21 5.35472e-15 -1.61843e-16 0.63581 5.40131e-15 1282.51 0.104254 -2.05769e-16 -1.86028e-16 -0.104254 1282.51 1.85747e-16 0.635811 2.13471e-16 -2.9289e-17 1282.17 4.1729e-18 -1.26123e-19 0.000495482 4.20921e-18 0.999454 8.12447e-05 -1.60355e-19 -1.4497e-19 -8.12447e-05 0.999454 1.44752e-19 0.000495483 1.66356e-19 -2.28247e-20 0.999186
0.1 1.91397e-05 1282.75 -0.00159252 -1.52645e-05 0.63568 -0.00158748 1282.05 0.104011 -4.07527e-05 9.60902e-06 -0.104011 1282.05 0.0149507 0.635699 2.6813e-05 -0.0149399 1281.71 -1.24149e-06 -1.18998e-08 0.000495559 -1.23756e-06 0.999454 8.10841e-05 -3.17697e-08 7.49093e-09 -8.10841e-05 0.999454 1.16552e-05 0.000495574 2.09027e-08 -1.16467e-05 0.999185
0.2 3.82793e-05 1281.38 -0.0063657 -6.10737e-05 0.635293 -0.00634556 1280.68 0.103282 -0.000162821 3.83452e-05 -0.103282 1280.68 0.0597496 0.635365 0.000107073 -0.0597063 1280.33 -4.96785e-06 -4.76625e-08 0.000495789 -4.95213e-06 0.999453 8.06022e-05 -1.27067e-07 2.99249e-08 -8.06022e-05 0.999453 4.66291e-05 0.000495845 8.35607e-08 -4.65953e-05 0.999185
0.3 5.74188e-05 1279.09 -0.0143064 -0.000137474 0.634648 -0.0142611 1278.39 0.10207 -0.000365637 8.59363e-05 -0.10207 1278.39 0.134237 0.634809 0.000240243 -0.13414 1278.05 -1.11848e-05 -1.07478e-07 0.000496172 -1.11494e-05 0.999453 7.97989e-05 -2.85857e-07 6.71855e-08 -7.97989e-05 0.999453 0.000104947 0.000496297 1.87824e-07 -0.000104871 0.999183
0.4 7.65581e-05 1275.89 -0.0253926 -0.000244543 0.633746 -0.0253124 1275.19 0.100379 -0.000648255 0.000151931 -0.100379 1275.19 0.238147 0.63403 0.000425434 -0.237974 1274.85 -1.99019e-05 -1.91665e-07 0.000496709 -1.9839e-05 0.999451 7.8674e-05 -5.0808e-07 1.19079e-07 -7.86739e-05 0.999451 0.000186652 0.000496931 3.3344e-07 -0.000186516 0.999182
0.5 9.56972e-05 1271.79 -0.039594 -0.000382384 0.632587 -0.0394691 1271.09 0.098217 -0.00100936 0.000235703 -0.0982167 1271.09 0.37111 0.633029 0.000661403 -0.370841 1270.75 -3.11325e-05 -3.00666e-07 0.0004974 -3.10343e-05 0.99945 7.72274e-05 -7.93652e-07 1.85332e-07 -7.72272e-05 0.99945 0.000291801 0.000497747 5.20058e-07 -0.00029159 0.99918
0.6 0.000114836 1266.79 -0.0568714 -0.000551125 0.631172 -0.0566922 1266.09 0.0955905 -0.00144726 0.000336455 -0.0955899 1266.09 0.532652 0.631806 0.000946569 -0.532266 1265.75 -4.48941e-05 -4.35056e-07 0.000498245 -4.47527e-05 0.999448 7.54588e-05 -1.14246e-06 2.65596e-07 -7.54583e-05 0.999448 0.000420473 0.000498746 7.47218e-07 -0.000420169 0.999177
0.7 0.000133974 1260.91 -0.0771774 -0.000750916 0.629503 -0.0769348 1260.21 0.0925099 -0.00195992 0.000453224 -0.0925088 1260.21 0.722197 0.630363 0.00127901 -0.721675 1259.86 -6.1208e-05 -5.95537e-07 0.000499247 -6.10155e-05 0.999446 7.33679e-05 -1.55438e-06 3.59444e-07 -7.3367e-05 0.999445 0.000572761 0.000499929 1.01436e-06 -0.000572346 0.999174
0.8 0.000153112 1254.14 -0.100457 -0.00098192 0.627579 -0.100141 1253.45 0.0889868 -0.00254495 0.000584892 -0.0889849 1253.45 0.939072 0.6287 0.00165649 -0.938393 1253.1 -8.00997e-05 -7.8294e-07 0.000500404 -7.98484e-05 0.999443 7.09542e-05 -2.02923e-06 4.66367e-07 -7.09526e-05 0.999443 0.000748775 0.000501298 1.32081e-06 -0.000748234 0.99917
0.9 0.00017225 1246.52 -0.126645 -0.00124431 0.625404 -0.126249 1245.82 0.0850343 -0.0031996 0.00073019 -0.0850312 1245.82 1.18251 0.626818 0.00207644 -1.18165 1245.48 -0.000101599 -9.98228e-07 0.000501719 -0.000101281 0.99944 6.82173e-05 -2.56682e-06 5.85782e-07 -6.82148e-05 0.99944 0.000948645 0.000502853 1.66579e-06 -0.00094796 0.999166
1 0.000191387 1238.05 -0.155673 -0.00153827 0.622978 -0.155187 1237.35 0.0806672 -0.00392082 0.000887714 -0.0806625 1237.35 1.45163 0.624717 0.00253601 -1.45059 1237.01 -0.00012574 -1.2425e-06 0.000503193 -0.000125348 0.999437 6.51567e-05 -3.16693e-06 7.17026e-07 -6.51529e-05 0.999436 0.00117252 0.000504598 2.04839e-06 -0.00117167 0.999161
1.1 0.000210523 1228.75 -0.18746 -0.00186397 0.620303 -0.186876 1228.05 0.0759018 -0.00470521 0.00105593 -0.075895 1228.05 1.7455 0.622399 0.00303207 -1.74425 1227.71 -0.000152562 -1.51697e-06 0.000504826 -0.000152087 0.999433 6.17718e-05 -3.82928e-06 8.59354e-07 -6.17662e-05 0.999432 0.00142056 0.000506532 2.46761e-06 -0.00141953 0.999156
1.2 0.000229659 1218.63 -0.221921 -0.00222159 0.617381 -0.221232 1217.93 0.0707558 -0.0055491 0.00123318 -0.0707462 1217.93 2.06307 0.619865 0.00356119 -2.06159 1217.59 -0.000182107 -1.82303e-06 0.00050662 -0.000181542 0.999429 5.8062e-05 -4.55357e-06 1.01195e-06 -5.80541e-05 0.999427 0.00169295 0.000508659 2.9223e-06 -0.00169173 0.999149
1.3 0.000248794 1207.71 -0.258964 -0.00261125 0.614213 -0.258163 1207.01 0.0652482 -0.00644852 0.00141773 -0.0652351 1207.01 2.40321 0.617115 0.00411973 -2.40149 1206.67 -0.000214425 -2.16215e-06 0.000508577 -0.000213762 0.999424 5.40265e-05 -5.33947e-06 1.1739e-06 -5.40156e-05 0.999422 0.00198989 0.00051098 3.4112e-06 -0.00198846 0.999143
