theta 2pi*dcos S11 S12 S13 S14 S21 S22 S23 S24 S31 S32 S33 S34 S41 S42 S43 S44 S12_norm S13_norm S14_norm S21_norm S22_norm S23_norm S24_norm S31_norm S32_norm S33_norm S34_norm S41_norm S42_norm S43_norm S44_norm
0 2.39246e-06 0.496489 2.42439e-18 0 -7.58023e-07 2.28933e-18 0.495506 1.32318e-05 0 0 -1.32318e-05 0.495506 1.72679e-19 -7.57818e-07 0 -2.82958e-19 0.494526 4.88307e-18 0 -1.52677e-06 4.61103e-18 0.99802 2.66507e-05 0 0 -2.66507e-05 0.99802 3.47799e-19 -1.52635e-06 0 -5.69918e-19 0.996046
0.1 1.91397e-05 0.496487 -4.16182e-07 -8.96771e-12 -7.58028e-07 -4.16181e-07 0.495504 1.32318e-05 1.74847e-12 1.13042e-11 -1.32318e-05 0.495504 2.533e-07 -7.57822e-07 -3.28712e-13 -2.53299e-07 0.494524 -8.38253e-07 -1.80623e-11 -1.52678e-06 -8.38252e-07 0.99802 2.66508e-05 3.52169e-12 2.27683e-11 -2.66508e-05 0.99802 5.10185e-07 -1.52637e-06 -6.62076e-13 -5.10183e-07 0.996046
0.2 3.82793e-05 0.49648 -1.6647e-06 -3.58705e-11 -7.58043e-07 -1.6647e-06 0.495497 1.32317e-05 6.99403e-12 4.52163e-11 -1.32317e-05 0.495497 1.01319e-06 -7.57836e-07 -1.3146e-12 -1.01319e-06 0.494517 -3.35301e-06 -7.22495e-11 -1.52684e-06 -3.353e-06 0.99802 2.66509e-05 1.40872e-11 9.10738e-11 -2.66509e-05 0.99802 2.04075e-06 -1.52642e-06 -2.64783e-12 -2.04074e-06 0.996046
0.3 5.74188e-05 0.496469 -3.74549e-06 -8.07074e-11 -7.58069e-07 -3.74548e-06 0.495486 1.32315e-05 1.57372e-11 1.01735e-10 -1.32315e-05 0.495486 2.27965e-06 -7.5786e-07 -2.95696e-12 -2.27964e-06 0.494506 -7.54426e-06 -1.62563e-10 -1.52692e-06 -7.54425e-06 0.99802 2.66511e-05 3.16982e-11 2.04918e-10 -2.66511e-05 0.99802 4.59173e-06 -1.5265e-06 -5.95597e-12 -4.59171e-06 0.996046
0.4 7.65581e-05 0.496453 -6.65842e-06 -1.43477e-10 -7.58105e-07 -6.65841e-06 0.49547 1.32312e-05 2.79786e-11 1.80859e-10 -1.32312e-05 0.49547 4.05263e-06 -7.57892e-07 -5.25463e-12 -4.05261e-06 0.49449 -1.3412e-05 -2.89004e-10 -1.52704e-06 -1.3412e-05 0.99802 2.66514e-05 5.63571e-11 3.64302e-10 -2.66514e-05 0.99802 8.16317e-06 -1.52661e-06 -1.05843e-11 -8.16313e-06 0.996046
0.5 9.56972e-05 0.496433 -1.04033e-05 -2.24176e-10 -7.5815e-07 -1.04033e-05 0.49545 1.32308e-05 4.37196e-11 2.82584e-10 -1.32308e-05 0.49545 6.33207e-06 -7.57934e-07 -8.20594e-12 -6.33205e-06 0.49447 -2.09562e-05 -4.51575e-10 -1.5272e-06 -2.09561e-05 0.99802 2.66518e-05 8.80675e-11 5.69229e-10 -2.66518e-05 0.99802 1.27551e-05 -1.52676e-06 -1.65298e-11 -1.27551e-05 0.996046
0.6 0.000114836 0.496408 -1.498e-05 -3.22803e-10 -7.58206e-07 -1.498e-05 0.495425 1.32304e-05 6.29615e-11 4.06908e-10 -1.32304e-05 0.495425 9.1179e-06 -7.57985e-07 -1.18088e-11 -9.11786e-06 0.494445 -3.01768e-05 -6.50278e-10 -1.52739e-06 -3.01767e-05 0.99802 2.66522e-05 1.26834e-10 8.19704e-10 -2.66522e-05 0.99802 1.83678e-05 -1.52694e-06 -2.37886e-11 -1.83677e-05 0.996046
0.7 0.000133974 0.496379 -2.03881e-05 -4.39354e-10 -7.58272e-07 -2.03881e-05 0.495395 1.32299e-05 8.57059e-11 5.53825e-10 -1.32299e-05 0.495395 1.241e-05 -7.58046e-07 -1.60606e-11 -1.241e-05 0.494416 -4.10738e-05 -8.85119e-10 -1.52761e-06 -4.10737e-05 0.99802 2.66528e-05 1.72662e-10 1.11573e-09 -2.66528e-05 0.99802 2.50011e-05 -1.52715e-06 -3.23556e-11 -2.5001e-05 0.996046
0.8 0.000153112 0.496345 -2.66275e-05 -5.73825e-10 -7.58349e-07 -2.66274e-05 0.495362 1.32293e-05 1.11955e-10 7.2333e-10 -1.32293e-05 0.495362 1.62083e-05 -7.58116e-07 -2.09584e-11 -1.62083e-05 0.494382 -5.36472e-05 -1.1561e-09 -1.52787e-06 -5.36471e-05 0.998019 2.66534e-05 2.25559e-10 1.45731e-09 -2.66534e-05 0.998019 3.26554e-05 -1.5274e-06 -4.22254e-11 -3.26552e-05 0.996046
0.9 0.00017225 0.496306 -3.36976e-05 -7.2621e-10 -7.58435e-07 -3.36976e-05 0.495323 1.32286e-05 1.41711e-10 9.15418e-10 -1.32286e-05 0.495323 2.05127e-05 -7.58195e-07 -2.64985e-11 -2.05126e-05 0.494344 -6.78968e-05 -1.46323e-09 -1.52816e-06 -6.78967e-05 0.998019 2.66541e-05 2.85532e-10 1.84446e-09 -2.66541e-05 0.998019 4.13307e-05 -1.52768e-06 -5.33915e-11 -4.13305e-05 0.996046
1 0.000191387 0.496263 -4.15982e-05 -8.96504e-10 -7.58531e-07 -4.15981e-05 0.49528 1.32278e-05 1.74977e-10 1.13008e-09 -1.32278e-05 0.49528 2.53229e-05 -7.58283e-07 -3.2677e-11 -2.53228e-05 0.494301 -8.38228e-05 -1.80651e-09 -1.52849e-06 -8.38227e-05 0.998019 2.66549e-05 3.5259e-10 2.27718e-09 -2.66549e-05 0.998019 5.10272e-05 -1.52799e-06 -6.58462e-11 -5.1027e-05 0.996046
1.1 0.000210523 0.496216 -5.03286e-05 -1.0847e-09 -7.58638e-07 -5.03286e-05 0.495233 1.3227e-05 2.11756e-10 1.36731e-09 -1.3227e-05 0.495233 3.06389e-05 -7.58381e-07 -3.94895e-11 -3.06388e-05 0.494254 -0.000101425 -2.18595e-09 -1.52885e-06 -0.000101425 0.998019 2.66558e-05 4.26742e-10 2.75548e-09 -2.66558e-05 0.998019 6.17451e-05 -1.52833e-06 -7.95814e-11 -6.17449e-05 0.996046
1.2 0.000229659 0.496164 -5.98886e-05 -1.2908e-09 -7.58755e-07 -5.98885e-05 0.495181 1.32261e-05 2.52051e-10 1.6271e-09 -1.32261e-05 0.495181 3.64605e-05 -7.58488e-07 -4.6931e-11 -3.64603e-05 0.494202 -0.000120703 -2.60155e-09 -1.52924e-06 -0.000120703 0.998019 2.66567e-05 5.07999e-10 3.27936e-09 -2.66567e-05 0.998019 7.34847e-05 -1.5287e-06 -9.45878e-11 -7.34844e-05 0.996046
1.3 0.000248794 0.496107 -7.02774e-05 -1.51478e-09 -7.58882e-07 -7.02773e-05 0.495124 1.32251e-05 2.95865e-10 1.90944e-09 -1.32251e-05 0.495124 4.27874e-05 -7.58604e-07 -5.49962e-11 -4.27872e-05 0.494146 -0.000141658 -3.05333e-09 -1.52967e-06 -0.000141657 0.998018 2.66578e-05 5.96373e-10 3.84884e-09 -2.66578e-05 0.998018 8.62462e-05 -1.52911e-06 -1.10855e-10 -8.62459e-05 0.996046
