theta 2pi*dcos S11 S12 S13 S14 S21 S22 S23 S24 S31 S32 S33 S34 S41 S42 S43 S44 S12_norm S13_norm S14_norm S21_norm S22_norm S23_norm S24_norm S31_norm S32_norm S33_norm S34_norm S41_norm S42_norm S43_norm S44_norm
0 2.39246e-06 6128.44 5.11387e-14 2.21136e-15 -2.6702 5.1445e-14 6127.11 -0.726354 -6.73289e-16 2.27366e-15 0.726354 6127.11 2.16412e-15 -2.67023 3.39092e-16 -1.92948e-15 6126.69 8.34448e-18 3.60836e-19 -0.000435706 8.39446e-18 0.999783 -0.000118522 -1.09863e-19 3.71001e-19 0.000118522 0.999783 3.53128e-19 -0.00043571 5.53308e-20 -3.1484e-19 0.999714
0.1 1.91397e-05 6124.11 -0.00418161 0.000304112 -2.66756 -0.00413927 6122.78 -0.72634 -0.00159891 0.000273316 0.72634 6122.78 0.114392 -2.66743 0.00157221 -0.114383 6122.35 -6.82811e-07 4.96582e-08 -0.000435583 -6.75898e-07 0.999783 -0.000118603 -2.61084e-07 4.46295e-08 0.000118603 0.999783 1.8679e-05 -0.000435563 2.56724e-07 -1.86774e-05 0.999714
0.2 3.82793e-05 6111.12 -0.0166973 0.00121465 -2.65965 -0.0165283 6109.79 -0.726296 -0.00638522 0.0010918 0.726296 6109.79 0.456738 -2.65907 0.00627844 -0.456699 6109.37 -2.73228e-06 1.98761e-07 -0.000435216 -2.70462e-06 0.999783 -0.000118848 -1.04485e-06 1.78658e-07 0.000118848 0.999783 7.47388e-05 -0.00043512 1.02738e-06 -7.47325e-05 0.999713
0.3 5.74188e-05 6089.53 -0.0374598 0.00272624 -2.64653 -0.0370807 6088.2 -0.726215 -0.0143277 0.00245109 0.726218 6088.2 1.02455 -2.64518 0.0140877 -1.02446 6087.77 -6.15151e-06 4.47692e-07 -0.000434603 -6.08925e-06 0.999782 -0.000119256 -2.35285e-06 4.0251e-07 0.000119257 0.999782 0.000168248 -0.000434381 2.31342e-06 -0.000168233 0.999712
0.4 7.65581e-05 6059.41 -0.0663247 0.00482993 -2.62824 -0.0656536 6058.08 -0.72609 -0.0253747 0.00434392 0.726097 6058.08 1.8137 -2.62583 0.0249483 -1.81355 6057.66 -1.09457e-05 7.97095e-07 -0.000433745 -1.0835e-05 0.999781 -0.000119828 -4.18765e-06 7.16888e-07 0.00011983 0.999781 0.00029932 -0.000433348 4.11728e-06 -0.000299295 0.99971
0.5 9.56972e-05 6020.89 -0.103091 0.0075133 -2.60489 -0.102049 6019.56 -0.725907 -0.0394542 0.00676018 0.725925 6019.56 2.81848 -2.60114 0.0387888 -2.81823 6019.13 -1.71223e-05 1.24787e-06 -0.000432642 -1.69491e-05 0.999779 -0.000120565 -6.55289e-06 1.12279e-06 0.000120568 0.999779 0.000468117 -0.000432019 6.44238e-06 -0.000468076 0.999708
0.6 0.000114836 5974.09 -0.147505 0.0107605 -2.57658 -0.146014 5972.76 -0.725651 -0.0564746 0.00968693 0.725688 5972.76 4.03159 -2.57122 0.055518 -4.03124 5972.33 -2.46908e-05 1.80119e-06 -0.000431293 -2.44411e-05 0.999778 -0.000121466 -9.45326e-06 1.62149e-06 0.000121473 0.999777 0.000674846 -0.000430396 9.29313e-06 -0.000674786 0.999706
0.7 0.000133974 5919.2 -0.19926 0.0145523 -2.54347 -0.197245 5917.87 -0.725302 -0.0763253 0.0131085 0.725371 5917.87 5.44426 -2.53625 0.0750257 -5.44377 5917.44 -3.36632e-05 2.45849e-06 -0.000429698 -3.3323e-05 0.999776 -0.000122534 -1.28945e-05 2.21457e-06 0.000122545 0.999775 0.000919762 -0.000428478 1.2675e-05 -0.00091968 0.999702
0.8 0.000153112 5856.42 -0.257998 0.0188663 -2.50571 -0.255391 5855.09 -0.724839 -0.0988773 0.0170066 0.724956 5855.09 7.04628 -2.49639 0.0971837 -7.04564 5854.66 -4.40539e-05 3.22146e-06 -0.000427856 -4.36088e-05 0.999773 -0.000123768 -1.68836e-05 2.90392e-06 0.000123788 0.999772 0.00120317 -0.000426265 1.65944e-05 -0.00120306 0.999699
0.9 0.00017225 5785.98 -0.323318 0.0236769 -2.46348 -0.320053 5784.65 -0.724237 -0.123984 0.0213602 0.724423 5784.64 8.82609 -2.45186 0.121846 -8.82527 5784.21 -5.58796e-05 4.09212e-06 -0.000425768 -5.53153e-05 0.99977 -0.000125171 -2.14284e-05 3.69172e-06 0.000125203 0.999769 0.00152543 -0.000423759 2.10589e-05 -0.00152529 0.999694
