theta 2pi*dcos S11 S12 S13 S14 S21 S22 S23 S24 S31 S32 S33 S34 S41 S42 S43 S44 S12_norm S13_norm S14_norm S21_norm S22_norm S23_norm S24_norm S31_norm S32_norm S33_norm S34_norm S41_norm S42_norm S43_norm S44_norm
0 2.39246e-06 2104.5 1.5356e-14 -2.13601e-16 0.425616 1.53901e-14 2103.94 -1.59645 -3.7133e-16 -1.43949e-16 1.59645 2103.94 3.9517e-16 0.42561 3.7594e-16 -4.86396e-16 2103.65 7.29672e-18 -1.01497e-19 0.000202241 7.31294e-18 0.999736 -0.000758586 -1.76445e-19 -6.84007e-20 0.000758586 0.999736 1.87774e-19 0.000202238 1.78636e-19 -2.31122e-19 0.999594
0.1 1.91397e-05 2103.65 -0.00276843 0.000269217 0.425498 -0.0027571 2103.09 -1.59602 6.68125e-05 0.000274678 1.59602 2103.09 0.0275081 0.425491 -8.88083e-05 -0.0275095 2102.79 -1.31601e-06 1.27976e-07 0.000202266 -1.31063e-06 0.999736 -0.000758693 3.17603e-08 1.30572e-07 0.000758693 0.999736 1.30764e-05 0.000202263 -4.22163e-08 -1.3077e-05 0.999593
0.2 3.82793e-05 2101.1 -0.0110628 0.00107588 0.425143 -0.0110175 2100.54 -1.59476 0.000266956 0.00109771 1.59476 2100.54 0.109918 0.425132 -0.000354884 -0.109924 2100.24 -5.26525e-06 5.12054e-07 0.000202343 -5.2437e-06 0.999735 -0.000759012 1.27055e-07 5.22447e-07 0.000759012 0.999735 5.23148e-05 0.000202338 -1.68904e-07 -5.23174e-05 0.999593
0.3 5.74188e-05 2096.85 -0.0248504 0.002417 0.424552 -0.0247487 2096.3 -1.59265 0.000599549 0.0024661 1.59265 2096.3 0.24689 0.424534 -0.000797181 -0.246902 2096 -1.18513e-05 1.15268e-06 0.000202471 -1.18028e-05 0.999735 -0.000759544 2.85928e-07 1.1761e-06 0.000759544 0.999735 0.000117743 0.000202463 -3.8018e-07 -0.000117749 0.999592
0.4 7.65581e-05 2090.92 -0.044077 0.00428763 0.423726 -0.0438965 2090.36 -1.5897 0.00106313 0.00437486 1.5897 2090.36 0.437855 0.423698 -0.00141396 -0.437877 2090.06 -2.10802e-05 2.0506e-06 0.000202651 -2.09939e-05 0.999734 -0.000760288 5.08451e-07 2.09232e-06 0.000760288 0.999734 0.000209408 0.000202637 -6.76239e-07 -0.000209419 0.999592
0.5 9.56972e-05 2083.31 -0.0686669 0.00668088 0.422665 -0.0683855 2082.76 -1.58591 0.00165566 0.00681705 1.5859 2082.76 0.682024 0.422625 -0.0022028 -0.682058 2082.46 -3.29604e-05 3.20685e-06 0.000202881 -3.28253e-05 0.999734 -0.000761242 7.94723e-07 3.27221e-06 0.000761242 0.999734 0.000327375 0.000202862 -1.05735e-06 -0.000327391 0.99959
0.6 0.000114836 2074.05 -0.0985235 0.00958791 0.421371 -0.0981193 2073.5 -1.58127 0.00237452 0.00978376 1.58127 2073.5 0.978388 0.421314 -0.00316059 -0.978436 2073.2 -4.75029e-05 4.6228e-06 0.000203163 -4.7308e-05 0.999733 -0.000762406 1.14487e-06 4.71722e-06 0.000762405 0.999732 0.000471728 0.000203136 -1.52387e-06 -0.000471751 0.999589
0.7 0.000133974 2063.15 -0.13353 0.012998 0.419846 -0.132981 2062.6 -1.57579 0.00321658 0.0132642 1.57579 2062.6 1.32572 0.419767 -0.00428356 -1.32579 2062.3 -6.47211e-05 6.30008e-06 0.000203497 -6.44553e-05 0.999731 -0.000763777 1.55906e-06 6.42911e-06 0.000763776 0.999731 0.000642571 0.000203459 -2.07622e-06 -0.000642602 0.999587
0.8 0.000153112 2050.64 -0.173548 0.0168986 0.41809 -0.172834 2050.09 -1.56947 0.00417811 0.0172458 1.56946 2050.08 1.72259 0.417985 -0.00556731 -1.72267 2049.79 -8.46312e-05 8.24067e-06 0.000203883 -8.42831e-05 0.99973 -0.000765355 2.03747e-06 8.40995e-06 0.000765353 0.99973 0.000840027 0.000203831 -2.71492e-06 -0.000840067 0.999585
0.9 0.00017225 2036.54 -0.218422 0.0212754 0.416107 -0.217523 2035.99 -1.5623 0.00525491 0.0217139 1.5623 2035.99 2.16736 0.415969 -0.00700679 -2.16746 2035.69 -0.000107252 1.04469e-05 0.000204321 -0.00010681 0.999728 -0.000767136 2.58031e-06 1.06622e-05 0.000767133 0.999728 0.00106424 0.000204253 -3.44053e-06 -0.00106429 0.999583
