theta 2pi*dcos S11 S12 S13 S14 S21 S22 S23 S24 S31 S32 S33 S34 S41 S42 S43 S44 S12_norm S13_norm S14_norm S21_norm S22_norm S23_norm S24_norm S31_norm S32_norm S33_norm S34_norm S41_norm S42_norm S43_norm S44_norm
0 2.39246e-06 17227.5 1.45067e-13 2.53575e-15 9.46125 1.45272e-13 17226.2 1.76039 -1.84209e-15 2.16028e-15 -1.76039 17226.2 9.3128e-16 9.46127 1.68155e-15 -9.13274e-16 17225.4 8.42063e-18 1.47192e-19 0.000549193 8.43255e-18 0.999925 0.000102185 -1.06927e-19 1.25397e-19 -0.000102185 0.999925 5.40576e-20 0.000549194 9.7608e-20 -5.30124e-20 0.999878
0.1 1.91397e-05 17205.8 0.00452104 -0.0011014 9.44462 0.00455565 17204.5 1.75648 0.00350031 -0.000820902 -1.75648 17204.5 0.433525 9.44466 -0.00351508 -0.433544 17203.7 2.62763e-07 -6.40133e-08 0.000548922 2.64775e-07 0.999925 0.000102087 2.03438e-07 -4.77109e-08 -0.000102087 0.999925 2.51965e-05 0.000548924 -2.04297e-07 -2.51976e-05 0.999878
0.2 3.82793e-05 17140.6 0.01791 -0.00439512 9.39486 0.018048 17139.3 1.74481 0.0139536 -0.00327796 -1.74481 17139.3 1.72858 9.39499 -0.0140126 -1.72866 17138.5 1.04489e-06 -2.56416e-07 0.000548106 1.05294e-06 0.999925 0.000101794 8.14066e-07 -1.9124e-07 -0.000101794 0.999925 0.000100847 0.000548114 -8.17508e-07 -0.000100852 0.999877
0.3 5.74188e-05 17032.4 0.0396474 -0.00984987 9.31238 0.0399564 17031.1 1.72548 0.0312174 -0.00735429 -1.72548 17031.1 3.86868 9.31265 -0.0313498 -3.86886 17030.3 2.32776e-06 -5.78301e-07 0.000546745 2.34591e-06 0.999924 0.000101305 1.83282e-06 -4.31782e-07 -0.000101306 0.999924 0.000227137 0.000546761 -1.8406e-06 -0.000227147 0.999877
0.4 7.65581e-05 16882 0.0688786 -0.0174139 9.19786 0.069424 16880.7 1.69867 0.0550567 -0.0130219 -1.69869 16880.7 6.82663 9.19832 -0.0552914 -6.82693 16879.9 4.08e-06 -1.03151e-06 0.000544833 4.11231e-06 0.999924 0.00010062 3.26127e-06 -7.71347e-07 -0.000100622 0.999924 0.000404373 0.00054486 -3.27517e-06 -0.000404391 0.999876
0.5 9.56972e-05 16690.3 0.104429 -0.0270156 9.05223 0.105274 16689 1.66465 0.085147 -0.0202417 -1.66471 16689 10.5649 9.05292 -0.0855121 -10.5653 16688.2 6.25686e-06 -1.61864e-06 0.000542365 6.30747e-06 0.999923 9.97378e-05 5.10159e-06 -1.21278e-06 -9.9741e-05 0.999923 0.000632993 0.000542406 -5.12346e-06 -0.000633021 0.999875
0.6 0.000114836 16458.6 0.144826 -0.0385642 8.87666 0.146029 16457.3 1.62375 0.121079 -0.0289642 -1.62386 16457.3 15.036 8.87764 -0.121602 -15.0366 16456.5 8.79944e-06 -2.34311e-06 0.000539333 8.87252e-06 0.999922 9.86566e-05 7.35656e-06 -1.75982e-06 -9.86633e-05 0.999922 0.000913563 0.000539392 -7.38833e-06 -0.000913603 0.999873
0.7 0.000133974 16188.4 0.188329 -0.0519513 8.67258 0.189945 16187.1 1.57635 0.162363 -0.0391295 -1.57655 16187.1 20.1834 8.67386 -0.16307 -20.1843 16186.3 1.16336e-05 -3.20916e-06 0.000535728 1.17334e-05 0.999921 9.7375e-05 1.00296e-05 -2.41713e-06 -9.73874e-05 0.99992 0.00124678 0.000535807 -1.00732e-05 -0.00124684 0.999871
0.8 0.000153112 15881.5 0.232956 -0.0670512 8.44163 0.235035 15880.2 1.52289 0.208438 -0.0506675 -1.52323 15880.2 25.9423 8.44324 -0.209354 -25.9434 15879.4 1.46684e-05 -4.22198e-06 0.000531539 1.47993e-05 0.99992 9.58912e-05 1.31246e-05 -3.19035e-06 -9.59125e-05 0.999918 0.0016335 0.000531641 -1.31823e-05 -0.00163357 0.999868
0.9 0.00017225 15539.8 0.276527 -0.0837233 8.18563 0.279114 15538.5 1.46389 0.258677 -0.0634989 -1.46442 15538.5 32.2403 8.18759 -0.259826 -32.2416 15537.7 1.77948e-05 -5.38768e-06 0.000526754 1.79613e-05 0.999918 9.4203e-05 1.66461e-05 -4.08622e-06 -9.42372e-05 0.999916 0.00207469 0.00052688 -1.67201e-05 -0.00207478 0.999866
1 0.000191387 15165.5 0.316701 -0.101813 7.90661 0.319835 15164.2 1.39989 0.312398 -0.0775355 -1.40069 15164.2 38.9983 7.90893 -0.313801 -39 15163.4 2.0883e-05 -6.71346e-06 0.000521355 2.10897e-05 0.999917 9.23077e-05 2.05993e-05 -5.11263e-06 -9.23602e-05 0.999913 0.00257152 0.000521509 -2.06918e-05 -0.00257163 0.999862
1.1 0.000210523 14761 0.351023 -0.121153 7.60674 0.354737 14759.7 1.33148 0.36887 -0.0926804 -1.33262 14759.7 46.1323 7.60943 -0.370547 -46.1342 14758.9 2.37805e-05 -8.20767e-06 0.000515328 2.4032e-05 0.999915 9.02023e-05 2.49895e-05 -6.27874e-06 -9.02799e-05 0.99991 0.00312529 0.00051551 -2.51032e-05 -0.00312541 0.999857
1.2 0.000229659 14328.8 0.376968 -0.141567 7.28836 0.381287 14327.6 1.25927 0.427327 -0.108829 -1.26085 14327.4 53.5537 7.2914 -0.429295 -53.5558 14326.7 2.63084e-05 -9.8799e-06 0.000508651 2.66098e-05 0.999912 8.78837e-05 2.9823e-05 -7.59513e-06 -8.79943e-05 0.999905 0.00373748 0.000508863 -2.99603e-05 -0.00373763 0.999852
1.3 0.000248794 13871.6 0.391989 -0.162869 6.95387 0.396932 13870.4 1.18391 0.486975 -0.12587 -1.18605 13870.2 61.1708 6.95726 -0.489248 -61.1732 13869.5 2.82583e-05 -1.17412e-05 0.000501302 2.86147e-05 0.99991 8.53478e-05 3.51059e-05 -9.07393e-06 -8.55017e-05 0.9999 0.00440979 0.000501547 -3.52697e-05 -0.00440996 0.999846
1.4 0.000267929 13392.2 0.393565 -0.184866 6.6058 0.399147 13390.9 1.10607 0.547003 -0.143684 -1.10887 13390.7 68.8905 6.60951 -0.549593 -68.8931 13390 2.93877e-05 -1.38041e-05 0.000493258 2.98045e-05 0.999907 8.25907e-05 4.0845e-05 -1.0729e-05 -8.27996e-05 0.999894 0.00514409 0.000493536 -4.10384e-05 -0.00514428 0.999838
1.5 0.000287062 12893.4 0.379255 -0.207362 6.24671 0.385481 12892.1 1.02641 0.606597 -0.162148 -1.03 12891.9 76.6186 6.25072 -0.609512 -76.6215 12891.2 2.94148e-05 -1.60828e-05 0.00048449 2.98976e-05 0.999904 7.96076e-05 4.70473e-05 -1.25761e-05 -7.98858e-05 0.999886 0.00594248 0.000484802 -4.72733e-05 -0.00594271 0.999829
1.6 0.000306195 12378.1 0.346738 -0.230155 5.87921 0.353606 12376.9 0.945605 0.664948 -0.181133 -0.950113 12376.6 84.262 5.8835 -0.668191 -84.2651 12375.9 2.80121e-05 -1.85937e-05 0.000474968 2.8567e-05 0.999901 7.63932e-05 5.37196e-05 -1.46333e-05 -7.67574e-05 0.999877 0.00680733 0.000475314 -5.39816e-05 -0.00680758 0.999818
1.7 0.000325327 11849.4 0.293861 -0.253045 5.50592 0.301366 11848.2 0.864321 0.721263 -0.200503 -0.869887 11847.9 91.7293 5.51046 -0.724834 -91.7326 11847.1 2.47995e-05 -2.1355e-05 0.000464657 2.54329e-05 0.999897 7.29419e-05 6.0869e-05 -1.69209e-05 -7.34117e-05 0.999867 0.00774124 0.00046504 -6.11704e-05 -0.00774152 0.999806
1.8 0.000344457 11310.3 0.218685 -0.275831 5.12943 0.226812 11309.1 0.783206 0.774776 -0.220122 -0.78997 11308.6 98.9322 5.13418 -0.778672 -98.9356 11307.9 1.9335e-05 -2.43877e-05 0.00045352 2.00537e-05 0.999893 6.92473e-05 6.8502e-05 -1.94621e-05 -6.98454e-05 0.999854 0.00874711 0.000453939 -6.88464e-05 -0.00874742 0.999791
1.9 0.000363587 10763.6 0.119521 -0.298316 4.75228 0.128252 10762.4 0.702889 0.824759 -0.239848 -0.71099 10761.9 105.786 4.75722 -0.82897 -105.79 10761.2 1.11041e-05 -2.77152e-05 0.000441514 1.19153e-05 0.999888 6.53025e-05 7.66248e-05 -2.22832e-05 -6.6055e-05 0.999839 0.00982817 0.000441973 -7.70161e-05 -0.0098285 0.999774
2 0.000382716 10212.4 -0.00503349 -0.320303 4.37696 0.00427658 10211.2 0.623971 0.870528 -0.259538 -0.633544 10210.5 112.213 4.38206 -0.875041 -112.217 10209.8 -4.92883e-07 -3.13643e-05 0.000428595 4.18765e-07 0.999883 6.10996e-05 8.52426e-05 -2.54142e-05 -6.2037e-05 0.999821 0.010988 0.000429093 -8.56846e-05 -0.0109884 0.999754
2.1 0.000401843 9659.42 -0.156062 -0.341606 4.00585 -0.146203 9658.24 0.547015 0.911456 -0.279048 -0.558192 9657.5 118.14 4.01109 -0.916254 -118.144 9656.81 -1.61565e-05 -3.53651e-05 0.00041471 -1.51358e-05 0.999878 5.66302e-05 9.43593e-05 -2.88887e-05 -5.77873e-05 0.999801 0.0122305 0.000415251 -9.4856e-05 -0.0122309 0.99973
2.2 0.000420969 9107.57 -0.334307 -0.362041 3.64123 -0.323934 9106.4 0.472548 0.946978 -0.298232 -0.485448 9105.54 123.5 3.64659 -0.952038 -123.504 9104.87 -3.67065e-05 -3.97517e-05 0.000399803 -3.55675e-05 0.999871 5.18851e-05 0.000103977 -3.27454e-05 -5.33016e-05 0.999777 0.0135602 0.000400391 -0.000104533 -0.0135606 0.999703
2.3 0.000440094 8559.5 -0.540146 -0.381435 3.28524 -0.529297 8558.34 0.401048 0.976601 -0.316942 -0.415781 8557.35 128.237 3.29072 -0.981895 -128.241 8556.69 -6.31048e-05 -4.45628e-05 0.000383812 -6.18374e-05 0.999864 4.68541e-05 0.000114096 -3.70281e-05 -4.85753e-05 0.999749 0.0149818 0.000384452 -0.000114714 -0.0149822 0.999671
2.4 0.000459218 8017.77 -0.773581 -0.399623 2.93987 -0.762299 8016.61 0.332945 0.999905 -0.335034 -0.349604 8015.49 132.299 2.94547 -1.0054 -132.303 8014.84 -9.64833e-05 -4.98422e-05 0.000366669 -9.50763e-05 0.999856 4.15259e-05 0.000124711 -4.17864e-05 -4.36037e-05 0.999716 0.0165008 0.000367367 -0.000125397 -0.0165013 0.999635
2.5 0.00047834 7484.79 -1.03423 -0.416449 2.60694 -1.02256 7483.64 0.268617 1.01655 -0.352363 -0.287277 7482.38 135.648 2.61267 -1.02221 -135.652 7481.73 -0.000138177 -5.56395e-05 0.000348298 -0.000136618 0.999847 3.58884e-05 0.000135816 -4.70773e-05 -3.83814e-05 0.999678 0.0181231 0.000349064 -0.000136572 -0.0181237 0.999592
2.6 0.000497461 6962.82 -1.32132 -0.431771 2.2881 -1.30931 6961.68 0.208385 1.02629 -0.368788 -0.229099 6960.27 138.25 2.29399 -1.03208 -138.254 6959.64 -0.000189767 -6.2011e-05 0.000328617 -0.000188043 0.999837 2.99283e-05 0.000147395 -5.29653e-05 -3.29033e-05 0.999634 0.0198555 0.000329463 -0.000148227 -0.019856 0.999543
2.7 0.00051658 6453.96 -1.6337 -0.445456 1.98481 -1.6214 6452.83 0.152514 1.02894 -0.384168 -0.175313 6451.26 140.084 1.9909 -1.03482 -140.088 6450.64 -0.000253131 -6.90206e-05 0.000307534 -0.000251226 0.999825 2.36311e-05 0.000159428 -5.95243e-05 -2.71636e-05 0.999582 0.0217052 0.000308477 -0.000160338 -0.0217058 0.999486
2.8 0.000535698 5960.11 -1.96984 -0.457384 1.69832 -1.95731 5958.99 0.10121 1.02445 -0.398368 -0.126097 5957.26 141.138 1.70466 -1.03035 -141.142 5956.65 -0.000330504 -7.67409e-05 0.000284948 -0.000328402 0.999812 1.69812e-05 0.000171884 -6.6839e-05 -2.11568e-05 0.999522 0.0236804 0.000286011 -0.000172875 -0.0236811 0.99942
2.9 0.000554814 5482.99 -2.32788 -0.467449 1.42969 -2.31517 5481.88 0.0546201 1.0128 -0.411258 -0.081572 5479.99 141.407 1.43633 -1.0187 -141.411 5479.39 -0.000424564 -8.52544e-05 0.000260751 -0.000422245 0.999797 9.96173e-06 0.000184717 -7.50061e-05 -1.48773e-05 0.999453 0.0257902 0.000261962 -0.000185792 -0.0257909 0.999343
3 0.000573928 5024.11 -2.7056 -0.475556 1.17977 -2.69276 5023.01 0.0128348 0.99411 -0.422711 -0.0417983 5020.96 140.899 1.18679 -0.99994 -140.903 5020.37 -0.000538523 -9.46548e-05 0.000234822 -0.000535967 0.99978 2.55465e-06 0.000197868 -8.41366e-05 -8.31954e-06 0.999372 0.0280446 0.000236219 -0.000199028 -0.0280454 0.999254
3.1 0.00059304 4584.79 -3.1005 -0.481626 0.949196 -3.08758 4583.7 -0.0241119 0.96855 -0.432611 -0.00677917 4581.48 139.629 0.956677 -0.974264 -139.633 4580.9 -0.000676257 -0.000105049 0.000207032 -0.00067344 0.999761 -5.25911e-06 0.000211253 -9.43578e-05 -1.47862e-06 0.999279 0.0304547 0.000208663 -0.000212499 -0.0304556 0.999151
3.2 0.000612151 4166.13 -3.50978 -0.485592 0.738404 -3.49685 4165.05 -0.0562403 0.936389 -0.440845 0.0235366 4162.68 137.619 0.746438 -0.941933 -137.623 4162.1 -0.000842456 -0.000116557 0.00017724 -0.000839351 0.999739 -1.34994e-05 0.000224762 -0.000105816 5.64951e-06 0.99917 0.0330328 0.000179168 -0.000226093 -0.0330337 0.999032
3.3 0.00063126 3769.04 -3.93045 -0.487403 0.547628 -3.91755 3767.96 -0.0836217 0.897967 -0.447311 0.0492518 3765.43 134.902 0.556314 -0.90329 -134.906 3764.87 -0.00104282 -0.000129318 0.000145296 -0.0010394 0.999714 -2.21865e-05 0.000238248 -0.00011868 1.30675e-05 0.999043 0.0357921 0.000147601 -0.000239661 -0.0357932 0.998893
3.4 0.000650367 3394.2 -4.35928 -0.48702 0.376906 -4.34647 3393.13 -0.106375 0.853698 -0.451916 0.0705165 3390.45 131.517 0.38635 -0.858748 -131.521 3389.89 -0.00128433 -0.000143486 0.000111044 -0.00128056 0.999684 -3.13403e-05 0.000251517 -0.000133144 2.07756e-05 0.998895 0.0387474 0.000113826 -0.000253005 -0.0387486 0.998731
3.5 0.000669472 3042.11 -4.79292 -0.48442 0.226093 -4.78026 3041.05 -0.124664 0.804061 -0.454578 0.0875237 3038.23 127.509 0.2364 -0.80879 -127.513 3037.68 -0.00157552 -0.000159238 7.43209e-05 -0.00157136 0.99965 -4.09794e-05 0.00026431 -0.000149428 2.87707e-05 0.998723 0.0419146 7.77092e-05 -0.000265865 -0.0419159 0.998542
3.6 0.000688575 2713.07 -5.22791 -0.479594 0.0948621 -5.21545 2712.01 -0.13869 0.749595 -0.455227 0.100505 2709.06 122.93 0.106141 -0.753957 -122.934 2708.52 -0.00192693 -0.000176771 3.49648e-05 -0.00192234 0.99961 -5.11193e-05 0.00027629 -0.00016779 3.70446e-05 0.99852 0.0453103 3.91221e-05 -0.000277898 -0.0453119 0.99832
3.7 0.000707676 2407.19 -5.66073 -0.472547 -0.0172731 -5.64853 2406.14 -0.148691 0.690888 -0.453807 0.109723 2403.06 117.837 -0.00491797 -0.694841 -117.842 2402.52 -0.00235159 -0.000196306 -7.17564e-06 -0.00234652 0.999563 -6.17696e-05 0.00028701 -0.000188521 4.55814e-05 0.998283 0.0489522 -2.04303e-06 -0.000288652 -0.0489541 0.99806
3.8 0.000726775 2124.4 -6.08785 -0.4633 -0.110953 -6.07595 2123.35 -0.154934 0.628573 -0.450272 0.11547 2120.16 112.291 -0.0974226 -0.632078 -112.296 2119.63 -0.00286568 -0.000218085 -5.22278e-05 -0.00286008 0.999507 -7.29307e-05 0.000295883 -0.000211953 5.43544e-05 0.998004 0.0528578 -4.58589e-05 -0.000297533 -0.0528601 0.997755
3.9 0.000745871 1864.45 -6.50577 -0.451888 -0.186952 -6.49422 1863.41 -0.157709 0.563315 -0.444596 0.118059 1860.12 106.356 -0.172158 -0.566341 -106.361 1859.59 -0.00348937 -0.00024237 -0.000100272 -0.00348318 0.999441 -8.45873e-05 0.000302134 -0.000238459 6.33209e-05 0.997674 0.0570438 -9.23368e-05 -0.000303757 -0.0570466 0.997393
4 0.000764965 1626.96 -6.91108 -0.438359 -0.246168 -6.89994 1625.93 -0.157328 0.495807 -0.436766 0.117818 1622.54 100.097 -0.230032 -0.498325 -100.102 1622.03 -0.00424784 -0.000269434 -0.000151305 -0.004241 0.999363 -9.67002e-05 0.000304744 -0.000268455 7.24156e-05 0.997285 0.0615239 -0.000141388 -0.000306291 -0.0615272 0.996966
4.1 0.000784057 1411.38 -7.30051 -0.422779 -0.289601 -7.28982 1410.35 -0.154114 0.426755 -0.426785 0.115085 1406.9 93.5832 -0.272063 -0.428744 -93.5891 1406.39 -0.00517259 -0.000299549 -0.000205189 -0.00516501 0.999268 -0.000109193 0.000302366 -0.000302388 8.15405e-05 0.996822 0.066306 -0.000192763 -0.000303775 -0.0663101 0.996458
4.2 0.000803147 1217.05 -7.67094 -0.405226 -0.31834 -7.66074 1216.02 -0.1484 0.356873 -0.414677 0.110205 1212.51 86.8823 -0.299357 -0.358318 -86.8887 1212 -0.0063029 -0.000332958 -0.000261567 -0.00629453 0.999155 -0.000121935 0.000293228 -0.000340723 9.05507e-05 0.996271 0.0713877 -0.00024597 -0.000294416 -0.0713929 0.995853
4.3 0.000822234 1043.17 -8.01946 -0.385792 -0.333544 -8.00982 1042.14 -0.140524 0.286872 -0.400481 0.103519 1038.59 80.062 -0.313097 -0.287766 -80.0689 1038.09 -0.00768762 -0.000369828 -0.000319742 -0.00767837 0.999017 -0.000134709 0.000275001 -0.000383909 9.92354e-05 0.995614 0.076749 -0.000300141 -0.000275858 -0.0767556 0.99513
4.4 0.000841318 888.847 -8.34343 -0.364586 -0.336427 -8.33437 887.825 -0.13082 0.217454 -0.384256 0.0953653 884.252 73.1886 -0.314519 -0.217795 -73.1961 883.75 -0.0093868 -0.000410179 -0.000378498 -0.00937661 0.998849 -0.00014718 0.000244647 -0.000432308 0.000107291 0.99483 0.082341 -0.00035385 -0.00024503 -0.0823494 0.994265
4.5 0.0008604 753.116 -8.64046 -0.341729 -0.328238 -8.63203 752.095 -0.119618 0.149299 -0.36608 0.0860699 748.516 66.3265 -0.3049 -0.149092 -66.3346 748.017 -0.0114729 -0.000453754 -0.00043584 -0.0114618 0.998645 -0.000158831 0.000198241 -0.000486087 0.000114285 0.993892 0.0880694 -0.000404852 -0.000197966 -0.0880802 0.993229
