theta 2pi*dcos S11 S12 S13 S14 S21 S22 S23 S24 S31 S32 S33 S34 S41 S42 S43 S44 S12_norm S13_norm S14_norm S21_norm S22_norm S23_norm S24_norm S31_norm S32_norm S33_norm S34_norm S41_norm S42_norm S43_norm S44_norm
0 2.39246e-06 2.63374e-08 0 0 8.39956e-15 0 2.62763e-08 6.70817e-17 0 0 -6.70817e-17 2.62763e-08 0 8.40019e-15 0 0 2.62151e-08 0 0 3.18921e-07 0 0.997678 2.54701e-09 0 0 -2.54701e-09 0.997678 0 3.18945e-07 0 0 0.995356
0.1 1.91397e-05 2.63374e-08 -3.99468e-14 0 8.39963e-15 -3.99457e-14 2.62762e-08 6.69466e-17 8.41547e-19 0 -6.69466e-17 2.62762e-08 1.50645e-19 8.39982e-15 -2.70129e-19 -3.38904e-19 2.62151e-08 -1.51673e-06 0 3.18924e-07 -1.51669e-06 0.997678 2.54189e-09 3.19526e-11 0 -2.54189e-09 0.997678 5.71981e-12 3.18932e-07 -1.02565e-11 -1.28678e-11 0.995356
0.2 3.82793e-05 2.63373e-08 -1.59784e-13 0 8.39963e-15 -1.59784e-13 2.62761e-08 6.7356e-17 -1.06495e-18 0 -6.7356e-17 2.62761e-08 9.6883e-19 8.40053e-15 4.04456e-19 -1.21161e-18 2.6215e-08 -6.06684e-06 0 3.18926e-07 -6.06686e-06 0.997678 2.55744e-09 -4.04353e-11 0 -2.55744e-09 0.997678 3.67856e-11 3.1896e-07 1.53568e-11 -4.60037e-11 0.995356
0.3 5.74188e-05 2.63371e-08 -3.59513e-13 0 8.39984e-15 -3.59514e-13 2.62759e-08 6.75066e-17 4.35254e-19 0 -6.75066e-17 2.62759e-08 2.39679e-18 8.39943e-15 1.82798e-19 -2.56026e-18 2.62147e-08 -1.36505e-05 0 3.18936e-07 -1.36505e-05 0.997678 2.56318e-09 1.65263e-11 0 -2.56318e-09 0.997678 9.10043e-11 3.18921e-07 6.9407e-12 -9.72113e-11 0.995356
0.4 7.65581e-05 2.63368e-08 -6.39131e-13 0 8.39938e-15 -6.39132e-13 2.62756e-08 6.7391e-17 -4.49422e-20 3.01289e-19 -6.7391e-17 2.62756e-08 4.32065e-18 8.40048e-15 1.8175e-19 -3.41331e-18 2.62145e-08 -2.42676e-05 0 3.18922e-07 -2.42677e-05 0.997678 2.55882e-09 -1.70644e-12 1.14399e-11 -2.55882e-09 0.997678 1.64054e-10 3.18964e-07 6.90098e-12 -1.29602e-10 0.995356
0.5 9.56972e-05 2.63364e-08 -9.98631e-13 -1.44445e-34 8.39956e-15 -9.98631e-13 2.62753e-08 6.67831e-17 3.85398e-19 1.35064e-19 -6.67831e-17 2.62753e-08 5.19157e-18 8.40002e-15 5.20693e-19 -5.07062e-18 2.62141e-08 -3.79183e-05 -5.4846e-27 3.18933e-07 -3.79183e-05 0.997678 2.53577e-09 1.46336e-11 5.12843e-12 -2.53577e-09 0.997678 1.97125e-10 3.18951e-07 1.97709e-11 -1.92533e-10 0.995356
0.6 0.000114836 2.6336e-08 -1.43801e-12 -4.81482e-35 8.39951e-15 -1.43801e-12 2.62748e-08 6.68671e-17 -5.61303e-19 -6.12596e-20 -6.68671e-17 2.62748e-08 9.46417e-18 8.39944e-15 8.26735e-19 -8.74607e-18 2.62137e-08 -5.46027e-05 -1.82823e-27 3.18937e-07 -5.46026e-05 0.997678 2.539e-09 -2.13132e-11 -2.32608e-12 -2.539e-09 0.997678 3.59363e-10 3.18934e-07 3.13918e-11 -3.32096e-10 0.995356
0.7 0.000133974 2.63354e-08 -1.95727e-12 -1.50645e-19 8.39888e-15 -1.95727e-12 2.62743e-08 6.6793e-17 -6.51787e-19 -2.45344e-19 -6.6793e-17 2.62743e-08 1.21329e-17 8.39944e-15 -8.57708e-19 -1.15342e-17 2.62131e-08 -7.43208e-05 -5.72023e-12 3.18919e-07 -7.43208e-05 0.997678 2.53624e-09 -2.47494e-11 -9.31611e-12 -2.53624e-09 0.997678 4.60708e-10 3.18941e-07 -3.25686e-11 -4.37971e-10 0.995356
0.8 0.000153112 2.63348e-08 -2.55639e-12 -5.70849e-20 8.39898e-15 -2.55639e-12 2.62737e-08 6.69231e-17 -1.8114e-18 -1.26999e-19 -6.69231e-17 2.62737e-08 1.51463e-17 8.39916e-15 -4.90102e-19 -1.54119e-17 2.62125e-08 -9.70727e-05 -2.16766e-12 3.1893e-07 -9.70727e-05 0.997678 2.54124e-09 -6.87835e-11 -4.82248e-12 -2.54124e-09 0.997678 5.75142e-10 3.18937e-07 -1.86104e-11 -5.85229e-10 0.995356
0.9 0.00017225 2.63341e-08 -3.23538e-12 3.71204e-19 8.39806e-15 -3.23538e-12 2.6273e-08 6.71114e-17 5.33199e-19 1.5816e-19 -6.69451e-17 2.6273e-08 1.84323e-17 8.39866e-15 6.69645e-19 -1.99005e-17 2.62119e-08 -0.000122859 1.40959e-11 3.18904e-07 -0.000122859 0.997678 2.54845e-09 2.02474e-11 6.00589e-12 -2.54214e-09 0.997678 6.9994e-10 3.18927e-07 2.54288e-11 -7.55692e-10 0.995356
1 0.000191387 2.63334e-08 -3.99422e-12 -1.1028e-19 8.39882e-15 -3.99422e-12 2.62722e-08 6.77462e-17 -1.53704e-20 5.44432e-19 -6.77462e-17 2.62722e-08 2.34309e-17 8.3994e-15 1.69738e-19 -2.40642e-17 2.62111e-08 -0.000151679 -4.18782e-12 3.18942e-07 -0.000151679 0.997678 2.57264e-09 -5.83687e-13 2.06746e-11 -2.57264e-09 0.997678 8.89778e-10 3.18964e-07 6.44573e-12 -9.1383e-10 0.995356
1.1 0.000210523 2.63325e-08 -4.8329e-12 1.23659e-19 8.39877e-15 -4.8329e-12 2.62714e-08 6.72099e-17 -6.31299e-19 -8.01806e-20 -6.72099e-17 2.62714e-08 2.89545e-17 8.3995e-15 -9.89193e-19 -2.8747e-17 2.62102e-08 -0.000183533 4.69604e-12 3.1895e-07 -0.000183533 0.997678 2.55235e-09 -2.39741e-11 -3.04493e-12 -2.55235e-09 0.997678 1.09957e-09 3.18978e-07 -3.75654e-11 -1.09169e-09 0.995356
1.2 0.000229659 2.63316e-08 -5.75142e-12 2.64815e-34 8.39783e-15 -5.75141e-12 2.62705e-08 6.75293e-17 -1.08655e-18 -2.53409e-19 -6.75293e-17 2.62705e-08 3.38389e-17 8.39901e-15 -2.13059e-18 -3.49029e-17 2.62093e-08 -0.000218422 1.00569e-26 3.18926e-07 -0.000218422 0.997678 2.56457e-09 -4.1264e-11 -9.62375e-12 -2.56457e-09 0.997678 1.28511e-09 3.18971e-07 -8.0914e-11 -1.32551e-09 0.995356
1.3 0.000248794 2.63306e-08 -6.74975e-12 -6.23991e-20 8.39753e-15 -6.74975e-12 2.62694e-08 6.8212e-17 -1.27718e-18 3.34729e-19 -6.8212e-17 2.62694e-08 4.0732e-17 8.39804e-15 -1.35943e-18 -4.04043e-17 2.62083e-08 -0.000256346 -2.36983e-12 3.18927e-07 -0.000256346 0.997678 2.5906e-09 -4.85056e-11 1.27125e-11 -2.5906e-09 0.997677 1.54694e-09 3.18946e-07 -5.16293e-11 -1.5345e-09 0.995356
