theta 2pi*dcos S11 S12 S13 S14 S21 S22 S23 S24 S31 S32 S33 S34 S41 S42 S43 S44 S12_norm S13_norm S14_norm S21_norm S22_norm S23_norm S24_norm S31_norm S32_norm S33_norm S34_norm S41_norm S42_norm S43_norm S44_norm
0 2.39246e-06 4.26023 1.91675e-17 1.79648e-18 0.000113717 1.8439e-17 4.25728 0.000288347 -2.04367e-18 1.31445e-18 -0.000288347 4.25728 1.87434e-18 0.000113726 2.46784e-18 -1.58376e-18 4.25445 4.49917e-18 4.21686e-19 2.66927e-05 4.32817e-18 0.999308 6.76834e-05 -4.79709e-19 3.08539e-19 -6.76834e-05 0.999308 4.39963e-19 2.66949e-05 5.79274e-19 -3.71755e-19 0.998643
0.1 1.91397e-05 4.26018 -8.49864e-07 -3.99212e-10 0.000113717 -8.49862e-07 4.25723 0.000288341 3.27521e-10 3.81085e-10 -0.000288341 4.25723 4.9849e-06 0.000113726 2.52032e-10 -4.9849e-06 4.2544 -1.9949e-07 -9.37079e-11 2.6693e-05 -1.9949e-07 0.999308 6.76829e-05 7.68796e-11 8.94527e-11 -6.76829e-05 0.999308 1.17012e-06 2.66951e-05 5.916e-11 -1.17011e-06 0.998643
0.2 3.82793e-05 4.26004 -3.39921e-06 -1.59683e-09 0.000113716 -3.3992e-06 4.25709 0.000288325 1.31003e-09 1.52432e-09 -0.000288325 4.25709 1.99391e-05 0.000113726 1.00808e-09 -1.99391e-05 4.25426 -7.97928e-07 -3.7484e-10 2.66937e-05 -7.97926e-07 0.999308 6.76812e-05 3.07516e-10 3.57819e-10 -6.76812e-05 0.999308 4.68049e-06 2.66959e-05 2.36637e-10 -4.68048e-06 0.998643
0.3 5.74188e-05 4.25981 -7.64728e-06 -3.59281e-09 0.000113716 -7.64726e-06 4.25686 0.000288298 2.94738e-09 3.42967e-09 -0.000288298 4.25686 4.48608e-05 0.000113725 2.26802e-09 -4.48608e-05 4.25403 -1.79522e-06 -8.43421e-10 2.6695e-05 -1.79521e-06 0.999308 6.76785e-05 6.91904e-10 8.05123e-10 -6.76785e-05 0.999308 1.05312e-05 2.66971e-05 5.32423e-10 -1.05312e-05 0.998643
0.4 7.65581e-05 4.25948 -1.35928e-05 -6.38707e-09 0.000113715 -1.35928e-05 4.25654 0.00028826 5.2393e-09 6.09705e-09 -0.00028826 4.25654 7.97475e-05 0.000113723 4.03162e-09 -7.97474e-05 4.2537 -3.19119e-06 -1.49949e-09 2.66968e-05 -3.19119e-06 0.999308 6.76748e-05 1.23003e-09 1.43141e-09 -6.76748e-05 0.999308 1.87223e-05 2.66989e-05 9.46505e-10 -1.87223e-05 0.998642
0.5 9.56972e-05 4.25906 -2.12341e-05 -9.97949e-09 0.000113713 -2.12341e-05 4.25612 0.00028821 8.18544e-09 9.52636e-09 -0.00028821 4.25612 0.000124595 0.000113722 6.29857e-09 -0.000124595 4.25328 -4.98564e-06 -2.34312e-09 2.66991e-05 -4.98562e-06 0.999308 6.76699e-05 1.92189e-09 2.23672e-09 -6.76699e-05 0.999308 2.92541e-05 2.67011e-05 1.47886e-09 -2.92541e-05 0.998642
0.6 0.000114836 4.25855 -3.05689e-05 -1.43699e-08 0.000113711 -3.05689e-05 4.2556 0.000288151 1.17853e-08 1.37174e-08 -0.000288151 4.2556 0.000179399 0.00011372 9.06847e-09 -0.000179399 4.25277 -7.17825e-06 -3.37437e-09 2.67019e-05 -7.17823e-06 0.999308 6.76639e-05 2.76745e-09 3.22115e-09 -6.76639e-05 0.999308 4.21267e-05 2.67039e-05 2.12947e-09 -4.21267e-05 0.998642
0.7 0.000133974 4.25795 -4.15945e-05 -1.95582e-08 0.000113709 -4.15944e-05 4.255 0.00028808 1.60384e-08 1.86702e-08 -0.00028808 4.255 0.000244153 0.000113718 1.23408e-08 -0.000244153 4.25217 -9.76867e-06 -4.59333e-09 2.67052e-05 -9.76865e-06 0.999307 6.76569e-05 3.76669e-09 4.38478e-09 -6.76569e-05 0.999307 5.73405e-05 2.67071e-05 2.8983e-09 -5.73405e-05 0.998642
0.8 0.000153112 4.25725 -5.43076e-05 -2.55441e-08 0.000113707 -5.43075e-05 4.2543 0.000287998 2.0944e-08 2.43843e-08 -0.000287998 4.2543 0.00031885 0.000113715 1.61151e-08 -0.00031885 4.25147 -1.27565e-05 -6.00013e-09 2.6709e-05 -1.27565e-05 0.999307 6.76488e-05 4.91959e-09 5.7277e-09 -6.76488e-05 0.999307 7.48957e-05 2.67109e-05 3.78532e-09 -7.48956e-05 0.998642
0.9 0.00017225 4.25646 -6.87045e-05 -3.23273e-08 0.000113704 -6.87043e-05 4.25351 0.000287905 2.65013e-08 3.08596e-08 -0.000287905 4.25351 0.000403481 0.000113712 2.03905e-08 -0.000403481 4.25068 -1.61412e-05 -7.59488e-09 2.67133e-05 -1.61412e-05 0.999307 6.76396e-05 6.22612e-09 7.25006e-09 -6.76396e-05 0.999307 9.47926e-05 2.67151e-05 4.79048e-09 -9.47926e-05 0.998641
1 0.000191387 4.25558 -8.4781e-05 -3.99077e-08 0.000113701 -8.47807e-05 4.25263 0.000287802 3.27094e-08 3.80958e-08 -0.000287802 4.25263 0.000498038 0.000113709 2.51664e-08 -0.000498038 4.2498 -1.99223e-05 -9.37773e-09 2.67182e-05 -1.99223e-05 0.999306 6.76293e-05 7.68624e-09 8.95197e-09 -6.76293e-05 0.999306 0.000117032 2.67199e-05 5.91374e-09 -0.000117032 0.998641
